DriverNumber,Abbreviation,TeamName,Position,Points,Status,GridPosition,Year,Round,EventName
81,PIA,McLaren,3.0,15.0,Finished,5.0,2024,18,Singapore Grand Prix
63,RUS,Mercedes,4.0,12.0,Finished,4.0,2024,18,Singapore Grand Prix
16,LEC,Ferrari,5.0,10.0,Finished,9.0,2024,18,Singapore Grand Prix
44,HAM,Mercedes,6.0,8.0,Finished,3.0,2024,18,Singapore Grand Prix
55,SAI,Ferrari,7.0,6.0,Finished,10.0,2024,18,Singapore Grand Prix
14,ALO,Aston Martin,8.0,4.0,Lapped,7.0,2024,18,Singapore Grand Prix
27,HUL,Haas F1 Team,9.0,2.0,Lapped,6.0,2024,18,Singapore Grand Prix
11,PER,Red Bull Racing,10.0,1.0,Lapped,13.0,2024,18,Singapore Grand Prix
43,COL,Williams,11.0,0.0,Lapped,12.0,2024,18,Singapore Grand Prix
22,TSU,RB,12.0,0.0,Lapped,8.0,2024,18,Singapore Grand Prix
31,OCO,Alpine,13.0,0.0,Lapped,15.0,2024,18,Singapore Grand Prix
18,STR,Aston Martin,14.0,0.0,Lapped,17.0,2024,18,Singapore Grand Prix
24,ZHO,Kick Sauber,15.0,0.0,Lapped,20.0,2024,18,Singapore Grand Prix
77,BOT,Kick Sauber,16.0,0.0,Lapped,19.0,2024,18,Singapore Grand Prix
10,GAS,Alpine,17.0,0.0,Lapped,18.0,2024,18,Singapore Grand Prix
3,RIC,RB,18.0,0.0,Lapped,16.0,2024,18,Singapore Grand Prix
20,MAG,Haas F1 Team,19.0,0.0,Retired,14.0,2024,18,Singapore Grand Prix
23,ALB,Williams,20.0,0.0,Retired,11.0,2024,18,Singapore Grand Prix
16,LEC,Ferrari,1.0,25.0,Finished,4.0,2024,19,United States Grand Prix
55,SAI,Ferrari,2.0,18.0,Finished,3.0,2024,19,United States Grand Prix
1,VER,Red Bull Racing,3.0,15.0,Finished,2.0,2024,19,United States Grand Prix
4,NOR,McLaren,4.0,12.0,Finished,1.0,2024,19,United States Grand Prix
81,PIA,McLaren,5.0,10.0,Finished,5.0,2024,19,United States Grand Prix
63,RUS,Mercedes,6.0,8.0,Finished,20.0,2024,19,United States Grand Prix
11,PER,Red Bull Racing,7.0,6.0,Finished,9.0,2024,19,United States Grand Prix
27,HUL,Haas F1 Team,8.0,4.0,Finished,11.0,2024,19,United States Grand Prix
30,LAW,RB,9.0,2.0,Finished,19.0,2024,19,United States Grand Prix
43,COL,Williams,10.0,1.0,Finished,15.0,2024,19,United States Grand Prix
20,MAG,Haas F1 Team,11.0,0.0,Finished,8.0,2024,19,United States Grand Prix
10,GAS,Alpine,12.0,0.0,Finished,6.0,2024,19,United States Grand Prix
14,ALO,Aston Martin,13.0,0.0,Lapped,7.0,2024,19,United States Grand Prix
22,TSU,RB,14.0,0.0,Lapped,10.0,2024,19,United States Grand Prix
18,STR,Aston Martin,15.0,0.0,Lapped,13.0,2024,19,United States Grand Prix
23,ALB,Williams,16.0,0.0,Lapped,14.0,2024,19,United States Grand Prix
77,BOT,Kick Sauber,17.0,0.0,Lapped,16.0,2024,19,United States Grand Prix
31,OCO,Alpine,18.0,0.0,Lapped,12.0,2024,19,United States Grand Prix
24,ZHO,Kick Sauber,19.0,0.0,Lapped,18.0,2024,19,United States Grand Prix
44,HAM,Mercedes,20.0,0.0,Retired,17.0,2024,19,United States Grand Prix
55,SAI,Ferrari,1.0,25.0,Finished,1.0,2024,20,Mexico City Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,3.0,2024,20,Mexico City Grand Prix
16,LEC,Ferrari,3.0,16.0,Finished,4.0,2024,20,Mexico City Grand Prix
44,HAM,Mercedes,4.0,12.0,Finished,6.0,2024,20,Mexico City Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,5.0,2024,20,Mexico City Grand Prix
1,VER,Red Bull Racing,6.0,8.0,Finished,2.0,2024,20,Mexico City Grand Prix
20,MAG,Haas F1 Team,7.0,6.0,Finished,7.0,2024,20,Mexico City Grand Prix
81,PIA,McLaren,8.0,4.0,Finished,17.0,2024,20,Mexico City Grand Prix
27,HUL,Haas F1 Team,9.0,2.0,Lapped,10.0,2024,20,Mexico City Grand Prix
10,GAS,Alpine,10.0,1.0,Lapped,8.0,2024,20,Mexico City Grand Prix
18,STR,Aston Martin,11.0,0.0,Lapped,14.0,2024,20,Mexico City Grand Prix
43,COL,Williams,12.0,0.0,Lapped,16.0,2024,20,Mexico City Grand Prix
31,OCO,Alpine,13.0,0.0,Lapped,0.0,2024,20,Mexico City Grand Prix
77,BOT,Kick Sauber,14.0,0.0,Lapped,15.0,2024,20,Mexico City Grand Prix
24,ZHO,Kick Sauber,15.0,0.0,Lapped,19.0,2024,20,Mexico City Grand Prix
30,LAW,RB,16.0,0.0,Lapped,12.0,2024,20,Mexico City Grand Prix
11,PER,Red Bull Racing,17.0,0.0,Lapped,18.0,2024,20,Mexico City Grand Prix
14,ALO,Aston Martin,18.0,0.0,Retired,13.0,2024,20,Mexico City Grand Prix
23,ALB,Williams,19.0,0.0,Retired,9.0,2024,20,Mexico City Grand Prix
22,TSU,RB,20.0,0.0,Retired,11.0,2024,20,Mexico City Grand Prix
1,VER,Red Bull Racing,1.0,26.0,Finished,17.0,2024,21,São Paulo Grand Prix
31,OCO,Alpine,2.0,18.0,Finished,4.0,2024,21,São Paulo Grand Prix
10,GAS,Alpine,3.0,15.0,Finished,13.0,2024,21,São Paulo Grand Prix
63,RUS,Mercedes,4.0,12.0,Finished,2.0,2024,21,São Paulo Grand Prix
16,LEC,Ferrari,5.0,10.0,Finished,6.0,2024,21,São Paulo Grand Prix
4,NOR,McLaren,6.0,8.0,Finished,1.0,2024,21,São Paulo Grand Prix
22,TSU,RB,7.0,6.0,Finished,3.0,2024,21,São Paulo Grand Prix
81,PIA,McLaren,8.0,4.0,Finished,8.0,2024,21,São Paulo Grand Prix
30,LAW,RB,9.0,2.0,Finished,5.0,2024,21,São Paulo Grand Prix
44,HAM,Mercedes,10.0,1.0,Finished,14.0,2024,21,São Paulo Grand Prix
11,PER,Red Bull Racing,11.0,0.0,Finished,12.0,2024,21,São Paulo Grand Prix
50,BEA,Haas F1 Team,12.0,0.0,Finished,15.0,2024,21,São Paulo Grand Prix
77,BOT,Kick Sauber,13.0,0.0,Finished,11.0,2024,21,São Paulo Grand Prix
14,ALO,Aston Martin,14.0,0.0,Finished,9.0,2024,21,São Paulo Grand Prix
24,ZHO,Kick Sauber,15.0,0.0,Finished,19.0,2024,21,São Paulo Grand Prix
55,SAI,Ferrari,16.0,0.0,Retired,20.0,2024,21,São Paulo Grand Prix
43,COL,Williams,17.0,0.0,Retired,16.0,2024,21,São Paulo Grand Prix
23,ALB,Williams,18.0,0.0,Did not start,7.0,2024,21,São Paulo Grand Prix
18,STR,Aston Martin,19.0,0.0,Did not start,10.0,2024,21,São Paulo Grand Prix
27,HUL,Haas F1 Team,20.0,0.0,Disqualified,18.0,2024,21,São Paulo Grand Prix
63,RUS,Mercedes,1.0,25.0,Finished,1.0,2024,22,Las Vegas Grand Prix
44,HAM,Mercedes,2.0,18.0,Finished,10.0,2024,22,Las Vegas Grand Prix
55,SAI,Ferrari,3.0,15.0,Finished,2.0,2024,22,Las Vegas Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,4.0,2024,22,Las Vegas Grand Prix
1,VER,Red Bull Racing,5.0,10.0,Finished,5.0,2024,22,Las Vegas Grand Prix
4,NOR,McLaren,6.0,9.0,Finished,6.0,2024,22,Las Vegas Grand Prix
81,PIA,McLaren,7.0,6.0,Finished,8.0,2024,22,Las Vegas Grand Prix
27,HUL,Haas F1 Team,8.0,4.0,Finished,9.0,2024,22,Las Vegas Grand Prix
22,TSU,RB,9.0,2.0,Finished,7.0,2024,22,Las Vegas Grand Prix
11,PER,Red Bull Racing,10.0,1.0,Finished,15.0,2024,22,Las Vegas Grand Prix
14,ALO,Aston Martin,11.0,0.0,Finished,16.0,2024,22,Las Vegas Grand Prix
20,MAG,Haas F1 Team,12.0,0.0,Finished,12.0,2024,22,Las Vegas Grand Prix
24,ZHO,Kick Sauber,13.0,0.0,Finished,13.0,2024,22,Las Vegas Grand Prix
43,COL,Williams,14.0,0.0,Finished,20.0,2024,22,Las Vegas Grand Prix
18,STR,Aston Martin,15.0,0.0,Finished,18.0,2024,22,Las Vegas Grand Prix
30,LAW,RB,16.0,0.0,Finished,14.0,2024,22,Las Vegas Grand Prix
31,OCO,Alpine,17.0,0.0,Lapped,11.0,2024,22,Las Vegas Grand Prix
77,BOT,Kick Sauber,18.0,0.0,Lapped,19.0,2024,22,Las Vegas Grand Prix
23,ALB,Williams,19.0,0.0,Retired,17.0,2024,22,Las Vegas Grand Prix
10,GAS,Alpine,20.0,0.0,Retired,3.0,2024,22,Las Vegas Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,2.0,2024,23,Qatar Grand Prix
16,LEC,Ferrari,2.0,18.0,Finished,5.0,2024,23,Qatar Grand Prix
81,PIA,McLaren,3.0,15.0,Finished,4.0,2024,23,Qatar Grand Prix
63,RUS,Mercedes,4.0,12.0,Finished,1.0,2024,23,Qatar Grand Prix
10,GAS,Alpine,5.0,10.0,Finished,11.0,2024,23,Qatar Grand Prix
55,SAI,Ferrari,6.0,8.0,Finished,7.0,2024,23,Qatar Grand Prix
14,ALO,Aston Martin,7.0,6.0,Finished,8.0,2024,23,Qatar Grand Prix
24,ZHO,Kick Sauber,8.0,4.0,Finished,12.0,2024,23,Qatar Grand Prix
20,MAG,Haas F1 Team,9.0,2.0,Finished,10.0,2024,23,Qatar Grand Prix
4,NOR,McLaren,10.0,2.0,Finished,3.0,2024,23,Qatar Grand Prix
77,BOT,Kick Sauber,11.0,0.0,Finished,13.0,2024,23,Qatar Grand Prix
44,HAM,Mercedes,12.0,0.0,Finished,6.0,2024,23,Qatar Grand Prix
22,TSU,RB,13.0,0.0,Finished,14.0,2024,23,Qatar Grand Prix
30,LAW,RB,14.0,0.0,Finished,17.0,2024,23,Qatar Grand Prix
23,ALB,Williams,15.0,0.0,Lapped,16.0,2024,23,Qatar Grand Prix
27,HUL,Haas F1 Team,16.0,0.0,Retired,18.0,2024,23,Qatar Grand Prix
11,PER,Red Bull Racing,17.0,0.0,Retired,9.0,2024,23,Qatar Grand Prix
18,STR,Aston Martin,18.0,0.0,Retired,15.0,2024,23,Qatar Grand Prix
43,COL,Williams,19.0,0.0,Retired,19.0,2024,23,Qatar Grand Prix
31,OCO,Alpine,20.0,0.0,Retired,20.0,2024,23,Qatar Grand Prix
4,NOR,McLaren,1.0,25.0,Finished,1.0,2024,24,Abu Dhabi Grand Prix
55,SAI,Ferrari,2.0,18.0,Finished,3.0,2024,24,Abu Dhabi Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,19.0,2024,24,Abu Dhabi Grand Prix
44,HAM,Mercedes,4.0,12.0,Finished,16.0,2024,24,Abu Dhabi Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,6.0,2024,24,Abu Dhabi Grand Prix
1,VER,Red Bull Racing,6.0,8.0,Finished,4.0,2024,24,Abu Dhabi Grand Prix
10,GAS,Alpine,7.0,6.0,Finished,5.0,2024,24,Abu Dhabi Grand Prix
27,HUL,Haas F1 Team,8.0,4.0,Finished,7.0,2024,24,Abu Dhabi Grand Prix
14,ALO,Aston Martin,9.0,2.0,Finished,8.0,2024,24,Abu Dhabi Grand Prix
81,PIA,McLaren,10.0,1.0,Finished,2.0,2024,24,Abu Dhabi Grand Prix
23,ALB,Williams,11.0,0.0,Lapped,18.0,2024,24,Abu Dhabi Grand Prix
22,TSU,RB,12.0,0.0,Lapped,11.0,2024,24,Abu Dhabi Grand Prix
24,ZHO,Kick Sauber,13.0,0.0,Lapped,15.0,2024,24,Abu Dhabi Grand Prix
18,STR,Aston Martin,14.0,0.0,Lapped,13.0,2024,24,Abu Dhabi Grand Prix
61,DOO,Alpine,15.0,0.0,Lapped,17.0,2024,24,Abu Dhabi Grand Prix
20,MAG,Haas F1 Team,16.0,0.0,Lapped,14.0,2024,24,Abu Dhabi Grand Prix
30,LAW,RB,17.0,0.0,Retired,12.0,2024,24,Abu Dhabi Grand Prix
77,BOT,Kick Sauber,18.0,0.0,Retired,9.0,2024,24,Abu Dhabi Grand Prix
43,COL,Williams,19.0,0.0,Retired,20.0,2024,24,Abu Dhabi Grand Prix
11,PER,Red Bull Racing,20.0,0.0,Retired,10.0,2024,24,Abu Dhabi Grand Prix
4,NOR,McLaren,1.0,25.0,Finished,1.0,2025,1,Australian Grand Prix
1,VER,Red Bull Racing,2.0,18.0,Finished,3.0,2025,1,Australian Grand Prix
63,RUS,Mercedes,3.0,15.0,Finished,4.0,2025,1,Australian Grand Prix
12,ANT,Mercedes,4.0,12.0,Finished,16.0,2025,1,Australian Grand Prix
23,ALB,Williams,5.0,10.0,Finished,6.0,2025,1,Australian Grand Prix
18,STR,Aston Martin,6.0,8.0,Finished,13.0,2025,1,Australian Grand Prix
27,HUL,Kick Sauber,7.0,6.0,Finished,17.0,2025,1,Australian Grand Prix
16,LEC,Ferrari,8.0,4.0,Finished,7.0,2025,1,Australian Grand Prix
81,PIA,McLaren,9.0,2.0,Finished,2.0,2025,1,Australian Grand Prix
44,HAM,Ferrari,10.0,1.0,Finished,8.0,2025,1,Australian Grand Prix
10,GAS,Alpine,11.0,0.0,Finished,9.0,2025,1,Australian Grand Prix
22,TSU,Racing Bulls,12.0,0.0,Finished,5.0,2025,1,Australian Grand Prix
31,OCO,Haas F1 Team,13.0,0.0,Finished,19.0,2025,1,Australian Grand Prix
87,BEA,Haas F1 Team,14.0,0.0,Finished,20.0,2025,1,Australian Grand Prix
30,LAW,Red Bull Racing,15.0,0.0,Retired,18.0,2025,1,Australian Grand Prix
5,BOR,Kick Sauber,16.0,0.0,Retired,15.0,2025,1,Australian Grand Prix
14,ALO,Aston Martin,17.0,0.0,Retired,12.0,2025,1,Australian Grand Prix
55,SAI,Williams,18.0,0.0,Retired,10.0,2025,1,Australian Grand Prix
7,DOO,Alpine,19.0,0.0,Retired,14.0,2025,1,Australian Grand Prix
6,HAD,Racing Bulls,20.0,0.0,Retired,11.0,2025,1,Australian Grand Prix
81,PIA,McLaren,1.0,25.0,Finished,1.0,2025,2,Chinese Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,3.0,2025,2,Chinese Grand Prix
63,RUS,Mercedes,3.0,15.0,Finished,2.0,2025,2,Chinese Grand Prix
1,VER,Red Bull Racing,4.0,12.0,Finished,4.0,2025,2,Chinese Grand Prix
31,OCO,Haas F1 Team,5.0,10.0,Finished,11.0,2025,2,Chinese Grand Prix
12,ANT,Mercedes,6.0,8.0,Finished,8.0,2025,2,Chinese Grand Prix
23,ALB,Williams,7.0,6.0,Finished,10.0,2025,2,Chinese Grand Prix
87,BEA,Haas F1 Team,8.0,4.0,Finished,17.0,2025,2,Chinese Grand Prix
18,STR,Aston Martin,9.0,2.0,Finished,14.0,2025,2,Chinese Grand Prix
55,SAI,Williams,10.0,1.0,Finished,15.0,2025,2,Chinese Grand Prix
6,HAD,Racing Bulls,11.0,0.0,Finished,7.0,2025,2,Chinese Grand Prix
30,LAW,Red Bull Racing,12.0,0.0,Finished,20.0,2025,2,Chinese Grand Prix
7,DOO,Alpine,13.0,0.0,Finished,18.0,2025,2,Chinese Grand Prix
5,BOR,Kick Sauber,14.0,0.0,Lapped,19.0,2025,2,Chinese Grand Prix
27,HUL,Kick Sauber,15.0,0.0,Lapped,12.0,2025,2,Chinese Grand Prix
22,TSU,Racing Bulls,16.0,0.0,Lapped,9.0,2025,2,Chinese Grand Prix
14,ALO,Aston Martin,17.0,0.0,Retired,13.0,2025,2,Chinese Grand Prix
16,LEC,Ferrari,18.0,0.0,Disqualified,6.0,2025,2,Chinese Grand Prix
44,HAM,Ferrari,19.0,0.0,Disqualified,5.0,2025,2,Chinese Grand Prix
10,GAS,Alpine,20.0,0.0,Disqualified,16.0,2025,2,Chinese Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2025,3,Japanese Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,2.0,2025,3,Japanese Grand Prix
81,PIA,McLaren,3.0,15.0,Finished,3.0,2025,3,Japanese Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,4.0,2025,3,Japanese Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,5.0,2025,3,Japanese Grand Prix
12,ANT,Mercedes,6.0,8.0,Finished,6.0,2025,3,Japanese Grand Prix
44,HAM,Ferrari,7.0,6.0,Finished,8.0,2025,3,Japanese Grand Prix
6,HAD,Racing Bulls,8.0,4.0,Finished,7.0,2025,3,Japanese Grand Prix
23,ALB,Williams,9.0,2.0,Finished,9.0,2025,3,Japanese Grand Prix
87,BEA,Haas F1 Team,10.0,1.0,Finished,10.0,2025,3,Japanese Grand Prix
14,ALO,Aston Martin,11.0,0.0,Finished,12.0,2025,3,Japanese Grand Prix
22,TSU,Red Bull Racing,12.0,0.0,Finished,14.0,2025,3,Japanese Grand Prix
10,GAS,Alpine,13.0,0.0,Finished,11.0,2025,3,Japanese Grand Prix
55,SAI,Williams,14.0,0.0,Finished,15.0,2025,3,Japanese Grand Prix
7,DOO,Alpine,15.0,0.0,Finished,19.0,2025,3,Japanese Grand Prix
27,HUL,Kick Sauber,16.0,0.0,Finished,16.0,2025,3,Japanese Grand Prix
30,LAW,Racing Bulls,17.0,0.0,Finished,13.0,2025,3,Japanese Grand Prix
31,OCO,Haas F1 Team,18.0,0.0,Finished,18.0,2025,3,Japanese Grand Prix
5,BOR,Kick Sauber,19.0,0.0,Finished,17.0,2025,3,Japanese Grand Prix
18,STR,Aston Martin,20.0,0.0,Lapped,20.0,2025,3,Japanese Grand Prix
81,PIA,McLaren,1.0,25.0,Finished,1.0,2025,4,Bahrain Grand Prix
63,RUS,Mercedes,2.0,18.0,Finished,3.0,2025,4,Bahrain Grand Prix
4,NOR,McLaren,3.0,15.0,Finished,6.0,2025,4,Bahrain Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,2.0,2025,4,Bahrain Grand Prix
44,HAM,Ferrari,5.0,10.0,Finished,9.0,2025,4,Bahrain Grand Prix
1,VER,Red Bull Racing,6.0,8.0,Finished,7.0,2025,4,Bahrain Grand Prix
10,GAS,Alpine,7.0,6.0,Finished,4.0,2025,4,Bahrain Grand Prix
31,OCO,Haas F1 Team,8.0,4.0,Finished,14.0,2025,4,Bahrain Grand Prix
22,TSU,Red Bull Racing,9.0,2.0,Finished,10.0,2025,4,Bahrain Grand Prix
87,BEA,Haas F1 Team,10.0,1.0,Finished,20.0,2025,4,Bahrain Grand Prix
12,ANT,Mercedes,11.0,0.0,Finished,5.0,2025,4,Bahrain Grand Prix
23,ALB,Williams,12.0,0.0,Finished,15.0,2025,4,Bahrain Grand Prix
6,HAD,Racing Bulls,13.0,0.0,Finished,12.0,2025,4,Bahrain Grand Prix
7,DOO,Alpine,14.0,0.0,Finished,11.0,2025,4,Bahrain Grand Prix
14,ALO,Aston Martin,15.0,0.0,Finished,13.0,2025,4,Bahrain Grand Prix
30,LAW,Racing Bulls,16.0,0.0,Finished,17.0,2025,4,Bahrain Grand Prix
18,STR,Aston Martin,17.0,0.0,Finished,19.0,2025,4,Bahrain Grand Prix
5,BOR,Kick Sauber,18.0,0.0,Finished,18.0,2025,4,Bahrain Grand Prix
55,SAI,Williams,19.0,0.0,Retired,8.0,2025,4,Bahrain Grand Prix
27,HUL,Kick Sauber,20.0,0.0,Disqualified,16.0,2025,4,Bahrain Grand Prix
81,PIA,McLaren,1.0,25.0,Finished,2.0,2025,5,Saudi Arabian Grand Prix
1,VER,Red Bull Racing,2.0,18.0,Finished,1.0,2025,5,Saudi Arabian Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,4.0,2025,5,Saudi Arabian Grand Prix
4,NOR,McLaren,4.0,12.0,Finished,10.0,2025,5,Saudi Arabian Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,3.0,2025,5,Saudi Arabian Grand Prix
12,ANT,Mercedes,6.0,8.0,Finished,5.0,2025,5,Saudi Arabian Grand Prix
44,HAM,Ferrari,7.0,6.0,Finished,7.0,2025,5,Saudi Arabian Grand Prix
55,SAI,Williams,8.0,4.0,Finished,6.0,2025,5,Saudi Arabian Grand Prix
23,ALB,Williams,9.0,2.0,Finished,11.0,2025,5,Saudi Arabian Grand Prix
6,HAD,Racing Bulls,10.0,1.0,Finished,14.0,2025,5,Saudi Arabian Grand Prix
14,ALO,Aston Martin,11.0,0.0,Finished,13.0,2025,5,Saudi Arabian Grand Prix
30,LAW,Racing Bulls,12.0,0.0,Finished,12.0,2025,5,Saudi Arabian Grand Prix
87,BEA,Haas F1 Team,13.0,0.0,Finished,15.0,2025,5,Saudi Arabian Grand Prix
31,OCO,Haas F1 Team,14.0,0.0,Finished,19.0,2025,5,Saudi Arabian Grand Prix
27,HUL,Kick Sauber,15.0,0.0,Lapped,18.0,2025,5,Saudi Arabian Grand Prix
18,STR,Aston Martin,16.0,0.0,Lapped,16.0,2025,5,Saudi Arabian Grand Prix
7,DOO,Alpine,17.0,0.0,Lapped,17.0,2025,5,Saudi Arabian Grand Prix
5,BOR,Kick Sauber,18.0,0.0,Lapped,20.0,2025,5,Saudi Arabian Grand Prix
22,TSU,Red Bull Racing,19.0,0.0,Retired,8.0,2025,5,Saudi Arabian Grand Prix
10,GAS,Alpine,20.0,0.0,Retired,9.0,2025,5,Saudi Arabian Grand Prix
81,PIA,McLaren,1.0,25.0,Finished,4.0,2025,6,Miami Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,2.0,2025,6,Miami Grand Prix
63,RUS,Mercedes,3.0,15.0,Finished,5.0,2025,6,Miami Grand Prix
1,VER,Red Bull Racing,4.0,12.0,Finished,1.0,2025,6,Miami Grand Prix
23,ALB,Williams,5.0,10.0,Finished,7.0,2025,6,Miami Grand Prix
12,ANT,Mercedes,6.0,8.0,Finished,3.0,2025,6,Miami Grand Prix
16,LEC,Ferrari,7.0,6.0,Finished,8.0,2025,6,Miami Grand Prix
44,HAM,Ferrari,8.0,4.0,Finished,12.0,2025,6,Miami Grand Prix
55,SAI,Williams,9.0,2.0,Finished,6.0,2025,6,Miami Grand Prix
22,TSU,Red Bull Racing,10.0,1.0,Finished,10.0,2025,6,Miami Grand Prix
6,HAD,Racing Bulls,11.0,0.0,Finished,11.0,2025,6,Miami Grand Prix
31,OCO,Haas F1 Team,12.0,0.0,Finished,9.0,2025,6,Miami Grand Prix
10,GAS,Alpine,13.0,0.0,Finished,20.0,2025,6,Miami Grand Prix
27,HUL,Kick Sauber,14.0,0.0,Lapped,16.0,2025,6,Miami Grand Prix
14,ALO,Aston Martin,15.0,0.0,Lapped,17.0,2025,6,Miami Grand Prix
18,STR,Aston Martin,16.0,0.0,Lapped,18.0,2025,6,Miami Grand Prix
30,LAW,Racing Bulls,17.0,0.0,Retired,15.0,2025,6,Miami Grand Prix
5,BOR,Kick Sauber,18.0,0.0,Retired,13.0,2025,6,Miami Grand Prix
87,BEA,Haas F1 Team,19.0,0.0,Retired,19.0,2025,6,Miami Grand Prix
7,DOO,Alpine,20.0,0.0,Retired,14.0,2025,6,Miami Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,2.0,2025,7,Emilia Romagna Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,4.0,2025,7,Emilia Romagna Grand Prix
81,PIA,McLaren,3.0,15.0,Finished,1.0,2025,7,Emilia Romagna Grand Prix
44,HAM,Ferrari,4.0,12.0,Finished,12.0,2025,7,Emilia Romagna Grand Prix
23,ALB,Williams,5.0,10.0,Finished,7.0,2025,7,Emilia Romagna Grand Prix
16,LEC,Ferrari,6.0,8.0,Finished,11.0,2025,7,Emilia Romagna Grand Prix
63,RUS,Mercedes,7.0,6.0,Finished,3.0,2025,7,Emilia Romagna Grand Prix
55,SAI,Williams,8.0,4.0,Finished,6.0,2025,7,Emilia Romagna Grand Prix
6,HAD,Racing Bulls,9.0,2.0,Finished,9.0,2025,7,Emilia Romagna Grand Prix
22,TSU,Red Bull Racing,10.0,1.0,Finished,20.0,2025,7,Emilia Romagna Grand Prix
14,ALO,Aston Martin,11.0,0.0,Finished,5.0,2025,7,Emilia Romagna Grand Prix
27,HUL,Kick Sauber,12.0,0.0,Finished,17.0,2025,7,Emilia Romagna Grand Prix
10,GAS,Alpine,13.0,0.0,Finished,10.0,2025,7,Emilia Romagna Grand Prix
30,LAW,Racing Bulls,14.0,0.0,Finished,15.0,2025,7,Emilia Romagna Grand Prix
18,STR,Aston Martin,15.0,0.0,Finished,8.0,2025,7,Emilia Romagna Grand Prix
43,COL,Alpine,16.0,0.0,Finished,16.0,2025,7,Emilia Romagna Grand Prix
87,BEA,Haas F1 Team,17.0,0.0,Finished,19.0,2025,7,Emilia Romagna Grand Prix
5,BOR,Kick Sauber,18.0,0.0,Finished,14.0,2025,7,Emilia Romagna Grand Prix
12,ANT,Mercedes,19.0,0.0,Retired,13.0,2025,7,Emilia Romagna Grand Prix
31,OCO,Haas F1 Team,20.0,0.0,Retired,18.0,2025,7,Emilia Romagna Grand Prix
4,NOR,McLaren,1.0,25.0,Finished,1.0,2025,8,Monaco Grand Prix
16,LEC,Ferrari,2.0,18.0,Finished,2.0,2025,8,Monaco Grand Prix
81,PIA,McLaren,3.0,15.0,Finished,3.0,2025,8,Monaco Grand Prix
1,VER,Red Bull Racing,4.0,12.0,Finished,4.0,2025,8,Monaco Grand Prix
44,HAM,Ferrari,5.0,10.0,Finished,7.0,2025,8,Monaco Grand Prix
6,HAD,Racing Bulls,6.0,8.0,Lapped,5.0,2025,8,Monaco Grand Prix
31,OCO,Haas F1 Team,7.0,6.0,Lapped,8.0,2025,8,Monaco Grand Prix
30,LAW,Racing Bulls,8.0,4.0,Lapped,9.0,2025,8,Monaco Grand Prix
23,ALB,Williams,9.0,2.0,Lapped,10.0,2025,8,Monaco Grand Prix
55,SAI,Williams,10.0,1.0,Lapped,11.0,2025,8,Monaco Grand Prix
63,RUS,Mercedes,11.0,0.0,Lapped,14.0,2025,8,Monaco Grand Prix
87,BEA,Haas F1 Team,12.0,0.0,Lapped,20.0,2025,8,Monaco Grand Prix
43,COL,Alpine,13.0,0.0,Lapped,18.0,2025,8,Monaco Grand Prix
5,BOR,Kick Sauber,14.0,0.0,Lapped,16.0,2025,8,Monaco Grand Prix
18,STR,Aston Martin,15.0,0.0,Lapped,19.0,2025,8,Monaco Grand Prix
27,HUL,Kick Sauber,16.0,0.0,Lapped,13.0,2025,8,Monaco Grand Prix
22,TSU,Red Bull Racing,17.0,0.0,Lapped,12.0,2025,8,Monaco Grand Prix
12,ANT,Mercedes,18.0,0.0,Lapped,15.0,2025,8,Monaco Grand Prix
14,ALO,Aston Martin,19.0,0.0,Retired,6.0,2025,8,Monaco Grand Prix
10,GAS,Alpine,20.0,0.0,Retired,17.0,2025,8,Monaco Grand Prix
81,PIA,McLaren,1.0,25.0,Finished,1.0,2025,9,Spanish Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,2.0,2025,9,Spanish Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,7.0,2025,9,Spanish Grand Prix
63,RUS,Mercedes,4.0,12.0,Finished,4.0,2025,9,Spanish Grand Prix
27,HUL,Kick Sauber,5.0,10.0,Finished,15.0,2025,9,Spanish Grand Prix
44,HAM,Ferrari,6.0,8.0,Finished,5.0,2025,9,Spanish Grand Prix
6,HAD,Racing Bulls,7.0,6.0,Finished,9.0,2025,9,Spanish Grand Prix
10,GAS,Alpine,8.0,4.0,Finished,8.0,2025,9,Spanish Grand Prix
14,ALO,Aston Martin,9.0,2.0,Finished,10.0,2025,9,Spanish Grand Prix
